Assay	Cell Type	Molecule
CHIP	mucosa of rectum female adult (50 years)	H3K9ac
CHIP	PC-3	H3K4me3
CHIP	mucosa of rectum female adult (50 years)	H3K4me3
CHIP	H9	H3K4me1
CHIP	cardiac muscle cell	H3K4me1
CHIP	iPS-15b female adult (48 years)	H3K4me1
CHIP	naive thymus-derived CD4-positive, alpha-beta T cell	H3K9me3
CHIP	MCF-7	ZBTB7B
CHIP	K562 eGFP- genetically modified using stable transfection	ETV1
CHIP	neural stem progenitor cell originated from H1-hESC	H4K8ac
CHIP	psoas muscle male child (3 years)	H3K36me3
CHIP	HepG2	HDAC6
CHIP	HepG2	IKZF1
CHIP	GM12878	NBN
CHIP	radial glial cell genetically modified using stable transfection originated from H9	H3K4me1
CHIP	MCF-7	SIX4
CHIP	DOHH2	H4K20me1
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF677
CHIP	C4-2B	H3K27ac
CHIP	esophagus female adult (30 years)	H3K36me3
CHIP	H9	H3K79me1
CHIP	heart embryo (101 day)	H3K27me3
CHIP	H9	H3K23ac
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF660
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF133
CHIP	IMR-90	H3K14ac
CHIP	K562	ZBTB8A
CHIP	K562	POLR2G
CHIP	rectal smooth muscle tissue female adult (50 years)	H3K27me3
CHIP	foreskin fibroblast male newborn	H3K27me3
CHIP	K562	ZBED1
CHIP	layer of hippocampus female adult (75 years)	H3K36me3
CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (49 years)	H3K9me3
CHIP	muscle layer of duodenum male adult (73 years)	H3K36me3
CHIP	SK-N-MC	H3K4me3
CHIP	myoepithelial cell of mammary gland female adult (36 years)	H3K4me3
CHIP	MCF-7	MAZ
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF354C
CHIP	hepatocyte originated from H9	H4K20me1
CHIP	spleen female adult (53 years)	POLR2A
CHIP	mid-neurogenesis radial glial cells genetically modified using stable transfection NONE and originated from H9	H3K4me1
CHIP	K562 eGFP- genetically modified using stable transfection	GABPA
CHIP	upper lobe of left lung male adult (54 years)	EP300
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	MAZ
CHIP	B cell female adult (27 years)	H3K4me1
CHIP	liver female child (4 years)	EGR1
CHIP	effector memory CD4-positive, alpha-beta T cell	H3K4me3
CHIP	endocrine pancreas male adult (46 years)	H3K4me1
CHIP	regulatory T cell originated from blood cell	H3K36me3
CHIP	neurosphere embryo (15 weeks) originated from ganglionic eminence	H3K4me3
CHIP	GM23338 male adult (53 years) originated from GM23248	H4K20me1
CHIP	GM12878	MTA2
CHIP	luminal epithelial cell of mammary gland female adult (33 years)	H3K4me1
CHIP	colonic mucosa female adult (73 years)	H3K9me3
CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year)	H3K4me3
CHIP	H9	H3K18ac
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF777
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF213
CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years)	H3K27me3
CHIP	mesendoderm originated from H1-hESC	H2BK15ac
CHIP	liver female child (4 years)	HNF4G
CHIP	SK-N-SH	EZH2phosphoT487
CHIP	muscle layer of duodenum male adult (59 years)	H3K36me3
CHIP	K562	NCOR1
CHIP	thymus male child (3 years)	H3K9me3
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	MZF1
CHIP	breast epithelium female adult (53 years)	POLR2A
CHIP	suprapubic skin female adult (51 year)	EP300
CHIP	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	H3K4me1
CHIP	H1-hESC	H3K79me2
CHIP	smooth muscle cell originated from H9	H2AFZ
CHIP	K562	FOXK2
CHIP	RWPE1	CTCF
CHIP	thymus male child (3 years)	H3K27ac
CHIP	caudate nucleus male adult (81 year)	H3K4me1
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	IKZF3
CHIP	breast epithelium female adult (51 year)	POLR2A
CHIP	breast epithelium female adult (53 years)	CTCF
CHIP	mucosa of rectum female adult (50 years)	H3K27ac
CHIP	Karpas-422	H3K4me1
CHIP	esophagus male adult (34 years)	H3K4me1
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF680
CHIP	SU-DHL-6	H3K27ac
CHIP	iPS DF 19.11 male newborn	H3K4me1
CHIP	body of pancreas male adult (37 years)	CTCF
CHIP	thymus female embryo (110 days)	H3K4me3
CHIP	MCF-7	ZBTB1
CHIP	liver male adult (32 years)	FOXA2
CHIP	ACC112	H2AFZ
CHIP	common myeloid progenitor, CD34-positive	H3K27me3
CHIP	middle frontal area 46 male adult (81 year)	H3K27me3
CHIP	fibroblast of breast female adult (26 years)	H3K9me3
CHIP	skeletal muscle satellite cell female adult originated from mesodermal cell	H3K27me3
CHIP	placental basal plate female embryo (40 weeks)	H3K36me3
CHIP	sigmoid colon female adult (53 years)	EP300
CHIP	substantia nigra male adult (81 year)	H3K36me3
CHIP	GM23338 male adult (53 years) originated from GM23248	H3F3A
CHIP	chorionic villus embryo (16 weeks)	H3K4me3
CHIP	K562 eGFP- genetically modified using stable transfection	PTTG1
CHIP	CD4-positive, alpha-beta memory T cell	H3K27ac
CHIP	tibial nerve female adult (53 years)	H3K4me3
CHIP	neuron originated from H9	H3K4me3
CHIP	HUES6	H3K27ac
CHIP	pancreas female adult (30 years)	H3K4me3
CHIP	LNCAP	CTCF
CHIP	K562	CHAMP1
CHIP	SU-DHL-6	H3K36me3
CHIP	HUES64	H3K9me3
CHIP	kidney female embryo (120 days)	H3K9ac
CHIP	Karpas-422	H2AFZ
CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years)	H3K9me3
CHIP	thoracic aorta male adult (54 years)	H3K27ac
CHIP	MCF-7	ZBTB40
CHIP	angular gyrus male adult (81 year)	H3K9me3
CHIP	chorionic villus male embryo (38 weeks)	H3K4me3
CHIP	A549	EHMT2
CHIP	layer of hippocampus male adult (73 years)	H3K27ac
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZBTB21
CHIP	sigmoid colon male child (3 years)	H3K4me3
CHIP	lung female embryo (85 days)	H3K9me3
CHIP	K562	ZEB2
CHIP	colonic mucosa female adult (56 years)	H3K4me3
CHIP	sigmoid colon female adult (53 years)	POLR2A
CHIP	H1-hESC	H3K4me2
CHIP	aorta female adult (30 years)	H3K27ac
CHIP	cingulate gyrus female adult (75 years)	H3K36me3
CHIP	foreskin melanocyte male newborn	H3K36me3
CHIP	endocrine pancreas male adult (45 years)	H3K27ac
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	OSR2
CHIP	liver female child (4 years)	FOXA1
CHIP	H9	H3K36me3
CHIP	fibroblast of breast female adult (17 years)	H3K4me1
CHIP	K562	NR3C1
CHIP	K562	POLR2B
CHIP	aorta male adult (34 years)	H3K4me1
CHIP	H1-hESC	H3K23me2
CHIP	mesendoderm originated from H1-hESC	H2BK5ac
CHIP	NCI-H929	H3K9ac
CHIP	HepG2 3xFLAG using CRISPR	PAF1
CHIP	colonic mucosa female adult (73 years)	H3K27ac
CHIP	GM23248	H3K9me2
CHIP	muscle layer of colon female adult (77 years)	H3K9me3
CHIP	colonic mucosa female adult (56 years)	H3K9ac
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF335
CHIP	skeletal muscle tissue	H3K27me3
CHIP	skeletal muscle tissue female adult (72 years)	H3K27ac
CHIP	MCF-7	DDX20
CHIP	GM12878	RBBP5
CHIP	small intestine male embryo (108 days)	H3K4me1
CHIP	GM12878	HDAC2
CHIP	K562	NKRF
CHIP	kidney male adult (50 years)	H3K36me3
CHIP	K562	ZBTB11
CHIP	GM12878	GABPA
CHIP	HepG2 3xFLAG using CRISPR	CREB1
CHIP	OCI-LY7	H2AFZ
CHIP	GM12878	STAT1
CHIP	H9	H2AK5ac
CHIP	HCT116	H3K4me3
CHIP	CD4-positive, alpha-beta memory T cell	H3K9me3
CHIP	adrenal gland female adult (30 years)	H3K4me1
CHIP	K562	ZNF318
CHIP	HepG2	SP1
CHIP	HUES48	H3K9ac
CHIP	Parathyroid adenoma male adult (65 years)	H3K9ac
CHIP	K562	SKIL
CHIP	Parathyroid adenoma male adult (65 years)	CTCF
CHIP	mucosa of rectum female adult (61 year)	H3K27me3
CHIP	heart left ventricle female adult (53 years)	POLR2A
CHIP	peripheral blood mononuclear cell male adult (27 years)	H3K4me1
CHIP	MCF-7	ESRRA
CHIP	HepG2	HDAC2
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	SCRT2
CHIP	liver male adult (32 years)	NR2F2
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF248
CHIP	NCI-H929	H3K79me2
CHIP	stomach smooth muscle female adult (84 years)	H3K4me1
CHIP	stomach smooth muscle male adult (59 years)	H3K9ac
CHIP	PC-3	H3K9me3
CHIP	HepG2 3xFLAG using CRISPR	KAT7
CHIP	angular gyrus male adult (81 year)	H3K36me3
CHIP	small intestine male child (3 years)	H3K27me3
CHIP	common myeloid progenitor, CD34-positive female adult (27 years)	H3K4me1
CHIP	HeLa-S3	H3K4me3
CHIP	hepatocyte originated from H9	EZH2phosphoT487
CHIP	GM12878	BCLAF1
CHIP	K562	LEF1
CHIP	K562	CC2D1A
CHIP	coronary artery female adult (53 years)	H3K4me3
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF596
CHIP	right lobe of liver female adult (53 years)	H3K4me3
CHIP	skeletal muscle tissue male adult (54 years)	H3K27me3
CHIP	foreskin fibroblast male newborn	H3K4me1
CHIP	rectal smooth muscle tissue female adult (50 years)	H3K9ac
CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years)	H3K36me3
CHIP	placental basal plate male embryo (38 weeks)	H3K4me3
CHIP	liver female child (4 years)	ZBTB33
CHIP	breast epithelium male adult (37 years)	EP300
CHIP	foreskin fibroblast male newborn	H3K4me1
CHIP	skeletal muscle tissue male adult (54 years)	H3K4me3
CHIP	fibroblast of breast female adult (26 years)	H3K27ac
CHIP	GM12878	CEBPZ
CHIP	MCF-7	MTA1
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZFP41
CHIP	body of pancreas male adult (54 years)	H3K4me1
CHIP	CD8-positive, alpha-beta T cell male adult (21 year)	H3K9ac
CHIP	middle frontal area 46 female adult (75 years)	H3K9me3
CHIP	K562	NCOA2
CHIP	foreskin melanocyte male newborn	H3K4me3
CHIP	liver female child (4 years)	GABPA
CHIP	spleen female adult (51 year)	POLR2AphosphoS5
CHIP	DOHH2	H3K27me3
CHIP	K562	C11orf30
CHIP	mesenchymal stem cell originated from H1-hESC	H4K8ac
CHIP	liver male adult (31 year)	H3K9me3
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF629
CHIP	naive thymus-derived CD4-positive, alpha-beta T cell	H3K4me1
CHIP	K562	ZNF318
CHIP	liver female child (4 years)	RXRA
CHIP	iPS-20b male adult (55 years)	H3K27me3
CHIP	esophagus muscularis mucosa female adult (51 year)	CTCF
CHIP	foreskin melanocyte male newborn	H3K9me3
CHIP	stomach female embryo (96 days)	H3K27me3
CHIP	trophoblast cell originated from H1-hESC	H3K4ac
CHIP	neural stem progenitor cell originated from H9	H3K4me3
CHIP	common myeloid progenitor, CD34-positive female adult (33 years)	H3K27me3
CHIP	cingulate gyrus male adult (81 year)	H3K27ac
CHIP	trophoblast cell originated from H1-hESC	H2BK120ac
CHIP	lung female adult (30 years)	H3K4me1
CHIP	trophoblast female embryo (40 weeks)	H3K9me3
CHIP	mesendoderm originated from H1-hESC	H3K79me1
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZSCAN5A
CHIP	stomach female adult (53 years)	H3K27me3
CHIP	temporal lobe male adult (81 year)	H3K27me3
CHIP	heart male embryo (91 day)	H3K4me3
CHIP	germinal matrix male embryo (20 weeks)	H3K9me3
CHIP	PC-3	CTCF
CHIP	K562 eGFP- genetically modified using CRISPR	USF2
CHIP	esophagus muscularis mucosa male adult (37 years)	EP300
CHIP	K562	KDM1A
CHIP	MCF-7	CHD1
CHIP	MM.1S	H3K4me3
CHIP	neural stem progenitor cell originated from H1-hESC	H3K23ac
CHIP	HepG2	HDAC1
CHIP	HepG2	ZNF24
CHIP	Peyer's patch female adult (53 years)	H3K36me3
CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (25 years)	H3K9me3
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF488
CHIP	H1-hESC	H2BK12ac
CHIP	chorion male embryo (16 weeks)	H3K27me3
CHIP	K562	POU5F1
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF211
CHIP	myoepithelial cell of mammary gland female adult (36 years)	H3K9ac
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZFP37
CHIP	kidney female embryo (120 days)	H3K36me3
CHIP	SK-N-SH	H2AFZ
CHIP	foreskin fibroblast male newborn	H3K4me1
CHIP	H9	H4K8ac
CHIP	gastroesophageal sphincter female adult (51 year)	POLR2A
CHIP	adipocyte originated from mesenchymal stem cell	H3K4me3
CHIP	psoas muscle male child (3 years)	H3K27ac
CHIP	right atrium auricular region female adult (53 years)	H3K4me1
CHIP	mucosa of stomach male adult (59 years)	H3K4me1
CHIP	peripheral blood mononuclear cell male adult (32 years)	H3K4me3
CHIP	effector memory CD4-positive, alpha-beta T cell	H3K27me3
CHIP	GM23338 male adult (53 years) originated from GM23248	POLR2AphosphoS5
CHIP	HepG2 3xFLAG using CRISPR	FOXP1
CHIP	Parathyroid adenoma male adult (62 years)	H3K27me3
CHIP	K562	ZNF280A
CHIP	endocrine pancreas male adult (46 years)	H3K36me3
CHIP	trophoblast cell originated from H1-hESC	H4K91ac
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF37A
CHIP	GM12878	CBX5
CHIP	HepG2 3xFLAG using CRISPR	ZNF511
CHIP	CD8-positive, alpha-beta memory T cell	H3K4me1
CHIP	endocrine pancreas adult (59 years)	H3K36me3
CHIP	neutrophil	H3K36me3
CHIP	substantia nigra male adult (81 year)	H3K27me3
CHIP	MCF-7	H3K9me2
CHIP	colonic mucosa female adult (73 years)	H3K9ac
CHIP	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	H3K36me3
CHIP	Peyer's patch female adult (53 years)	CTCF
CHIP	HepG2	EHMT2
CHIP	testis male adult (37 years)	H3K9me3
CHIP	K562	IRF2
CHIP	K562	GTF2F1
CHIP	foreskin keratinocyte male newborn	H3K36me3
CHIP	heart left ventricle male child (3 years)	H3K4me3
CHIP	temporal lobe male adult (81 year)	H3K9me3
CHIP	foreskin keratinocyte male newborn	H3K27me3
CHIP	GM23248	H3F3A
CHIP	kidney male adult (50 years)	H3K9me3
CHIP	neurosphere embryo (15 weeks) originated from ganglionic eminence	H3K27ac
CHIP	gastrocnemius medialis male adult (37 years)	H3K36me3
CHIP	angular gyrus male adult (81 year)	H3K27ac
CHIP	muscle layer of colon female adult (77 years)	H3K27me3
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZFP69B
CHIP	thymus female embryo (110 days)	H3K27me3
CHIP	K562 eGFP- genetically modified using stable transfection	DDX20
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	INSM2
CHIP	liver male adult (32 years)	YY1
CHIP	HepG2	GTF2F1
CHIP	foreskin melanocyte male newborn	H3K4me1
CHIP	MCF-7	ELK1
CHIP	layer of hippocampus male adult (73 years)	H3K4me3
CHIP	IMR-90	H3K18ac
CHIP	mucosa of stomach male adult (59 years)	H3K9ac
CHIP	hepatocyte originated from H9	EZH2
CHIP	K562	ZNF24
CHIP	muscle layer of colon female adult (77 years)	H3K4me1
CHIP	brain female embryo (17 weeks)	H3K4me1
CHIP	GM23338 male adult (53 years) originated from GM23248	H3K27me3
CHIP	H9	H4K91ac
CHIP	liver female child (4 years)	SP1
CHIP	HepG2 3xFLAG using CRISPR	KDM3A
CHIP	GM12878	RELB
CHIP	K562	DEAF1
CHIP	K562	HDAC1
CHIP	K562	POLR2A
CHIP	MCF-7	GATAD2B
CHIP	peripheral blood mononuclear cell male adult (27 years)	H3K9me3
CHIP	chorionic villus female embryo (40 weeks)	H3K4me1
CHIP	K562	ZBTB5
CHIP	angular gyrus female adult (75 years)	H3K9me3
CHIP	OCI-LY7	H3K9me3
CHIP	peripheral blood mononuclear cell female adult (28 years)	H3K27me3
CHIP	K562	MNT
CHIP	natural killer cell male adult (37 years)	H3K27ac
CHIP	GM12878	KDM1A
CHIP	MCF-7	RCOR1
CHIP	MCF-7	MTA3
CHIP	22Rv1	H3K27ac
CHIP	neural stem progenitor cell originated from H1-hESC	H3K9me3
CHIP	Peyer's patch female adult (51 year)	CTCF
CHIP	uterus female adult (53 years)	CTCF
CHIP	pancreas female adult (30 years)	H3K36me3
CHIP	neurosphere female embryo (17 weeks) originated from cortex	H3K9me3
CHIP	neutrophil	H3K4me3
CHIP	psoas muscle male child (3 years)	H3K9me3
CHIP	K562	IKZF1
CHIP	H1-hESC	H3K9me3
CHIP	T-cell male adult (37 years)	H3K4me3
CHIP	HepG2 3xFLAG using CRISPR	MBD1
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF331
CHIP	HepG2 3xFLAG using CRISPR	ZNF792
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	KLF16
CHIP	chorionic villus male embryo (16 weeks)	H3K4me1
CHIP	neural cell	H3K9me2
CHIP	GM23248	H2AFZ
CHIP	caudate nucleus female adult (75 years)	H3K36me3
CHIP	MM.1S	H3K9me2
CHIP	K562 eGFP- genetically modified using stable transfection	POLR2H
CHIP	CD14-positive monocyte male adult (21 year)	H3K4me1
CHIP	breast epithelium female adult (51 year)	POLR2AphosphoS5
CHIP	common myeloid progenitor, CD34-positive female adult (33 years)	H3K4me1
CHIP	vagina female adult (53 years)	POLR2A
CHIP	middle frontal area 46 male adult (81 year)	H3K4me3
CHIP	pancreas female adult (30 years)	H3K27ac
CHIP	MM.1S	CTCF
CHIP	MCF-7	ZNF574
CHIP	PC-9	H3K36me3
CHIP	fibroblast of breast female adult (17 years)	H3K4me3
CHIP	breast epithelium female adult (53 years)	H3K9me3
CHIP	sigmoid colon female adult (53 years)	POLR2AphosphoS5
CHIP	neural cell originated from H1-hESC	SMC3
CHIP	MM.1S	H3K27me3
CHIP	B cell male adult (21 year)	H3K27me3
CHIP	prostate gland male adult (37 years)	POLR2AphosphoS5
CHIP	mesendoderm originated from H1-hESC	H3K27me3
CHIP	adrenal gland male adult (34 years)	H3K27ac
CHIP	duodenal mucosa male adult (59 years)	H3K27ac
CHIP	neural cell	H3K9me3
CHIP	temporal lobe female adult (75 years)	H3K9me3
CHIP	adrenal gland male adult (54 years)	H3K4me1
CHIP	thymus female embryo (110 days)	H3K9me3
CHIP	HepG2	ZHX2
CHIP	GM12878	IRF3
CHIP	spleen male adult (34 years)	H3K27me3
CHIP	body of pancreas female adult (51 year)	CTCF
CHIP	adrenal gland male adult (54 years)	H3K9me3
CHIP	neurosphere female embryo (17 weeks) originated from ganglionic eminence	H3K4me1
CHIP	K562 eGFP- genetically modified using stable transfection	PYGO2
CHIP	mesodermal cell originated from HUES64	H3K4me1
CHIP	HUES6	H3K27me3
CHIP	psoas muscle male adult (34 years)	H3K4me1
CHIP	K562	MTA2
CHIP	K562	SUZ12
CHIP	adrenal gland female adult (51 year)	POLR2A
CHIP	GM12878	ZSCAN29
CHIP	HepG2 3xFLAG using CRISPR	AHR
CHIP	large intestine male embryo (108 days)	H3K4me3
CHIP	lung embryo (101 day)	H3K4me3
CHIP	gastrocnemius medialis female adult (51 year)	POLR2A
CHIP	gastroesophageal sphincter male adult (37 years)	POLR2A
CHIP	K562	RUNX1
CHIP	HepG2 3xFLAG using CRISPR	ZNF48
CHIP	right lobe of liver female adult (53 years)	POLR2A
CHIP	breast epithelium female adult (53 years)	H3K4me3
CHIP	thoracic aorta male adult (54 years)	H3K4me1
CHIP	K562 eGFP- genetically modified using stable transfection	CEBPB
CHIP	MCF-7	NFXL1
CHIP	foreskin fibroblast male newborn	H3K27me3
CHIP	small intestine male child (3 years)	H3K9me3
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZEB2
CHIP	layer of hippocampus female adult (75 years)	H3K4me3
CHIP	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	ZEB1
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF692
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF524
CHIP	H1-hESC	KDM1A
CHIP	Peyer's patch male adult (37 years)	CTCF
CHIP	placenta female embryo (113 days)	H3K4me3
CHIP	HepG2	NCOR1
CHIP	MCF-7	ZNF507
CHIP	peripheral blood mononuclear cell male adult (39 years)	H3K4me1
CHIP	amnion male embryo (16 weeks)	H3K4me3
CHIP	spleen male adult (34 years)	H3K9me3
CHIP	sigmoid colon male adult (34 years)	H3K4me3
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF571
CHIP	OCI-LY1	H3K4me3
CHIP	CD8-positive, alpha-beta T cell male adult (21 year)	H3K4me1
CHIP	SK-N-SH	IRF3
CHIP	foreskin melanocyte male newborn	H3K4me3
CHIP	gastrocnemius medialis male adult (54 years)	H3K27me3
CHIP	MCF-7	GATA3
CHIP	SK-N-SH	H3K9me2
CHIP	B cell female adult (27 years) and female adult (43 years)	H3K36me3
CHIP	IMR-90	H2AK5ac
CHIP	adrenal gland female adult (30 years)	H3K4me3
CHIP	trophoblast cell originated from H1-hESC	H3K27ac
CHIP	neurosphere female embryo (17 weeks) originated from ganglionic eminence	H3K36me3
CHIP	K562	MIER1
CHIP	K562	AFF1
CHIP	HUES64	H3K36me3
CHIP	MCF-7	MLLT1
CHIP	trophoblast cell originated from H1-hESC	H2AK5ac
CHIP	gastrocnemius medialis female adult (53 years)	CTCF
CHIP	HCT116	EZH2phosphoT487
CHIP	skeletal muscle tissue	H3K9me3
CHIP	transverse colon male adult (37 years)	EP300
CHIP	lung male child (3 years)	H3K36me3
CHIP	K562	FOXM1
CHIP	Loucy	H3K79me2
CHIP	body of pancreas female adult (53 years)	H3K4me1
CHIP	iPS-18a female adult (48 years)	H3K27ac
CHIP	HepG2 3xFLAG using CRISPR	THRB
CHIP	amnion male embryo (16 weeks)	H3K27ac
CHIP	lower leg skin female adult (53 years)	CTCF
CHIP	naive thymus-derived CD4-positive, alpha-beta T cell	H3K4me1
CHIP	KMS-11	CTCF
CHIP	sigmoid colon male adult (37 years)	POLR2A
CHIP	HepG2	CHD4
CHIP	layer of hippocampus female adult (75 years)	H3K9me3
CHIP	MCF-7	SMARCE1
CHIP	IMR-90	H3K27me3
CHIP	K562	PYGO2
CHIP	thyroid gland female adult (51 year)	POLR2A
CHIP	spleen male adult (34 years)	H3K4me3
CHIP	breast epithelium female adult (53 years)	EP300
CHIP	mesenchymal stem cell originated from H1-hESC	H3K18ac
CHIP	radial glial cell genetically modified using stable transfection originated from H9	H3K4me3
CHIP	neutrophil male	H3K4me3
CHIP	heart left ventricle male adult (34 years)	H3K36me3
CHIP	stomach female adult (53 years)	POLR2A
CHIP	Parathyroid adenoma male adult (62 years)	H3K4me1
CHIP	tibial nerve male adult (37 years)	CTCF
CHIP	A673	H3K4me3
CHIP	MCF-7	ZFX
CHIP	CD4-positive, CD25-positive, alpha-beta regulatory T cell	H3K36me3
CHIP	GM12878	NFATC3
CHIP	neutrophil male	H3K9me3
CHIP	IMR-90	H3K36me3
CHIP	stomach male child (3 years)	H3K27ac
CHIP	mucosa of stomach male adult (59 years)	H3K4me3
CHIP	common myeloid progenitor, CD34-positive male adult (36 years)	H3K4me3
CHIP	H7-hESC	H3K4me1
CHIP	KOPT-K1	H3K9me3
CHIP	heart left ventricle female adult (53 years)	H3K4me1
CHIP	kidney male adult (50 years)	H3K27ac
CHIP	neurosphere female embryo (17 weeks) originated from cortex	H3K27me3
CHIP	mesenchymal stem cell originated from adipose tissue	H3K9me3
CHIP	K562	ZNF407
CHIP	GM12878	E4F1
CHIP	H9	H3K14ac
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF239
CHIP	K562 eGFP- genetically modified using stable transfection	ADNP
CHIP	PC-9	H3K4me3
CHIP	HepG2 3xFLAG using CRISPR	MXD4
CHIP	regulatory T cell originated from blood cell	H3K9me3
CHIP	mesendoderm originated from H1-hESC	H3K4me3
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	RBAK
CHIP	H1-hESC	H3K9ac
CHIP	GM12878	IKZF1
CHIP	ascending aorta female adult (51 year)	H3K9me3
CHIP	peripheral blood mononuclear cell male adult (28 years)	H3K27me3
CHIP	prostate gland male adult (54 years)	POLR2AphosphoS5
CHIP	H1-hESC	H3K79me1
CHIP	heart left ventricle male child (3 years)	H3K9me3
CHIP	MCF-7	RAD51
CHIP	hepatocyte originated from H9	H3K4me3
CHIP	esophagus muscularis mucosa female adult (51 year)	POLR2AphosphoS5
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	PRDM4
CHIP	cingulate gyrus male adult (81 year)	H3K4me1
CHIP	peripheral blood mononuclear cell male adult (27 years)	H3K4me3
CHIP	coronary artery female adult (53 years)	H3K27ac
CHIP	HepG2	TCF7
CHIP	IMR-90	H4K8ac
CHIP	neurosphere female embryo (17 weeks) originated from ganglionic eminence	H3K27me3
CHIP	HepG2	SOX13
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	GFI1B
CHIP	liver female child (4 years)	HNF4A
CHIP	sigmoid colon male adult (34 years)	H3K36me3
CHIP	K562	DDX20
CHIP	endodermal cell originated from HUES64	H3K4me3
CHIP	stomach female embryo (96 days)	H3K9me3
CHIP	mucosa of rectum female adult (61 year)	H3K27ac
CHIP	OCI-LY7	H3K27ac
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF558
CHIP	spleen male child (3 years)	H3K4me3
CHIP	middle frontal area 46 female adult (75 years)	H3K9ac
CHIP	mesenchymal stem cell originated from H1-hESC	H3K14ac
CHIP	K562 eGFP- genetically modified using CRISPR	ZKSCAN8
CHIP	neural progenitor cell originated from H9	H3K27ac
CHIP	OCI-LY1	H3K36me3
CHIP	muscle of leg female embryo (110 days)	H3K4me1
CHIP	chorion female embryo (40 weeks)	H3K36me3
CHIP	pancreas male adult (34 years)	H3K4me1
CHIP	peripheral blood mononuclear cell male adult (28 years)	H3K36me3
CHIP	urinary bladder male adult (34 years)	H3K36me3
CHIP	MCF-7	ZKSCAN1
CHIP	adrenal gland male adult (54 years)	CTCF
CHIP	esophagus squamous epithelium male adult (54 years)	CTCF
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF280D
CHIP	placenta embryo (16 weeks)	H3K9me3
CHIP	T-helper 17 cell treated with phorbol 13-acetate 12-myristate , ionomycin	H3K9me3
CHIP	HepG2	SIN3B
CHIP	CD4-positive, alpha-beta T cell	H3K9me3
CHIP	neurosphere female embryo (17 weeks) originated from ganglionic eminence	H3K4me1
CHIP	skeletal muscle tissue female adult (72 years)	H3K27me3
CHIP	small intestine male child (3 years)	H3K27ac
CHIP	lung female embryo (120 days)	H3K9me3
